ad_title,brand_name,cost,ctr,id,like,video_name,is_ugc,duration,height,width,industry_parent,industry_child,objective_value,creative_theme,creative_concept,format_production_style,talent_type,demographic_representation,audience_focus,campaign_objective
"Check out this gorgeous Boho Braids look by @naomiii.nb, using our 18"" Double Drawn Burmese Loose Deep Wave Human Braiding Hair! 💫 The perfect waves, perfect volume, and the ultimate boho vibe! 😍✨ 🖤 Black Friday Sale is LIVE! 🖤 Don’t miss out on the biggest discount of the year—up to 30% off! Hurry, click the link and grab your hair before it’s too late! 🛍️🔥 #BohoBraids #fyp #Ywigs #LooseDeepWaveHair #BurmeseHair #HumanBraidingHair #BlackFridaySale #BiggestDiscount #HairGoals #BraidedBeauty #HairInspo #NaturalCurls #HairVibes #BlackGirlMagic #HolidaySale",,2,0.01,7442888927385600017,3187,ad_14000000000_3_19_1,TRUE,12.517,1024,576,Beauty & Personal Care,Wig & Hair Styling,Conversions,Lifestyle & Aspirational,None,Native Video,Influencers,Primarily Young Adults,Unclear,Awareness
Special Offer: 20% Off,MedCline,2,0.01,7484059990426009618,8041,ad_21000000000_3_0_1,TRUE,60.303,1024,576,Home Improvement,Home Decor,Conversions,Testimonial & Social Proof,Product demo,Native Video,Customers,Unclear,Product Aware,Sales
ONLY TODAY! BIG SALE!,Rugs&Carpet,1,0.01,7296461963336204289,3846,ad_21000000000_3_1_1,TRUE,23.767,1024,576,Home Improvement,Home Decor,Conversions,Product-Centric,Product demo,Native Video,None,Unclear,Unclear,Awareness
"BLACK FRIDAYSALE, HURRY UP! 25$ ONLY",OpenBins,2,0.01,7160407410284494850,1869,ad_21000000000_3_2_1,TRUE,59.84,1024,576,Home Improvement,Furniture,Conversions,Promotional & Offer-Based,None,Native Video,Customers,Diverse Age Range,Unclear,Sales
Because 1 bottle can make a difference 💙 #hairgrowth #postpartumhairloss,,2,0.01,7246163775648055298,2708,ad_21000000000_3_3_1,TRUE,15.81,1024,576,Home Improvement,Construction Materials & Lighting,Conversions,Testimonial & Social Proof,Before-and-after story,Native Video,Customers,Primarily Female,Problem Aware,Sales
Which Pillow Pet do you think your friends would say is just like you? #❤️pillowpets,,1,0.01,7228239080823259138,7105,ad_21000000000_3_4_1,TRUE,14.05,572,576,Home Improvement,Home Decor,Conversions,Humor & Entertainment,None,Static Image,None,No People Featured,Unclear,Engagement
Looking For No Drill Blinds? Read more!,TOP Deals,1,0.01,7475097171181928449,2157,ad_21000000000_3_5_1,TRUE,18.567,1280,720,Home Improvement,Construction Materials & Lighting,Conversions,Product-Centric,Product demo,Native Video,None,No People Featured,Unclear,Awareness
super discount+free shipping,yylioplpro,1,0.01,7339546951900626946,2055,ad_21000000000_3_6_1,TRUE,20.334,960,540,Home Improvement,Hardware & Electrical,Conversions,Product-Centric,Product demo,Native Video,Customers,Unclear,Problem Aware,Sales
You need new gaming chair! Click and choose!,Best Gaming Chairs,2,0.01,7299187013104910337,11384,ad_21000000000_3_7_1,TRUE,9.08,1024,576,Home Improvement,Furniture,Conversions,Product-Centric,Product demo,Native Video,Unclear,Unclear,Solution Aware,Sales
Unsold furniture is almost given away! The price might surprise you!,Furniture Hunter,2,0.01,7254861680113631234,9417,ad_21000000000_3_8_1,TRUE,17.021,1024,576,Home Improvement,Furniture,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,Combination of actors and customers,Diverse Ethnic Representation,Problem Aware,Sales
Swipe left and choose which blinds suit you,Blinds & Curtains,2,0.01,7306841135929311234,7454,ad_21000000000_3_9_1,TRUE,19,960,540,Home Improvement,Home Decor,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,Unclear,Unclear,Problem Aware,Sales
Furniture at wholesale prices!,Big Sale,2,0.01,7162501767406075905,2781,ad_21000000000_3_10_1,TRUE,10.38,960,540,Home Improvement,Furniture,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,Customers,Primarily Male,Problem Aware,Sales
These 𝐌𝐢𝐥𝐰𝐚𝐮𝐤𝐞𝐞 Electric Screwdriver Special Edition Today Only $39!!Don't miss it!!!,2025 𝐌𝐢𝐥𝐰𝐚𝐮𝐤𝐞𝐞𝐭𝐨𝐨𝐥𝐬 Clearance Sale,2,0.01,7486181965641711633,32995,ad_21000000000_3_11_1,TRUE,19.737,1024,576,Home Improvement,Hardware & Electrical,Conversions,Product-Centric,Product demo,Native Video,None,Unclear,Unclear,Unclear
Find Gaming Chairs Deals in Your Area!,Gaming Chairs,2,0.01,7173687896455593985,436777,ad_21000000000_3_12_1,TRUE,13.631,960,540,Home Improvement,Furniture,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,None,Unclear,Solution Aware,Sales
Get the best deals on Gaming Chairs,Gaming chairs Deals,2,0.01,7230155600189030401,27041,ad_21000000000_3_13_1,TRUE,9.08,1024,576,Home Improvement,Furniture,Conversions,Product-Centric,Product demo,Native Video,Actors,Primarily Young Adults,Solution Aware,Sales
You need new gaming chair! Click and choose!,Best Gaming Chairs,2,0.01,7242725749412184065,9481,ad_21000000000_3_14_1,TRUE,10.148,1280,720,Home Improvement,Furniture,Conversions,Promotional & Offer-Based,Product demo,Native Video,Unclear,Primarily Male,Solution Aware,Sales
These Low-priced handtools are crazy,Nathan Supertools,2,0.01,7225889936437002242,4436,ad_21000000000_3_15_1,TRUE,20.248,1024,576,Home Improvement,Hardware & Electrical,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,None,No People Featured,Solution Aware,Sales
Practical and multifunctional Recliner Chairs,Recliner Chairs,2,0.01,7163958427042234369,2479,ad_21000000000_3_16_1,TRUE,5.967,1024,576,Home Improvement,Furniture,Conversions,Product-Centric,Product demo,Native Video,Customers,Primarily Female,Product Aware,Sales
Get the best deals on Gaming Chairs,Gaming chairs Deals,2,0.01,7237554910374772738,114760,ad_21000000000_3_17_1,TRUE,11.216,1024,576,Home Improvement,Furniture,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,None,No People Featured,Solution Aware,Sales
Reliable protection for your home and property,Sheriff Security,2,0.01,7201462573539491841,7658,ad_21000000000_3_18_1,TRUE,35.784,1024,576,Home Improvement,Hardware & Electrical,Conversions,Product-Centric,Product demo,Native Video,None,Primarily Male,Problem Aware,Sales
Monster KBB Tacos using our 2 Net Carb Tortillas! @ketohousewife #fyp #keto #kbbq #lowcarb,,1,0.01,7061134395470790658,6223,ad_27000000000_3_0_1,TRUE,14.465,1024,576,Food & Beverage,Food & Fresh Produce,Conversions,Product-Centric,Product demo,Native Video,Customers,Diverse Age Range,Problem Aware,Awareness
This is the ONLY way to go Low Carb!,Catalina Crunch,2,0.01,7141468790906830850,1991,ad_27000000000_3_1_1,TRUE,30.434,1024,576,Food & Beverage,Food & Fresh Produce,Conversions,Lifestyle & Aspirational,Day-in-the-life story,Native Video,Customers,Primarily Female,Problem Aware,Sales
"The story behind slogan ""Gentle on Your Dentle"". Get your free samples now! coupon code FREEBRITTLE",Psalms Gourmet Brittle,1,0.01,7257904707053502465,1801,ad_27000000000_3_2_1,TRUE,49.367,1024,576,Food & Beverage,Food & Fresh Produce,Conversions,Brand Story & Mission-Driven,Founder story,Native Video,None,Primarily Male,Problem Aware,Awareness
🍫💖Chris's Ultimate Fudge Showdown: Which Winter Flavor Will Win His Heart? Taste Test Surprise Inside!🎉✨(WINTER FUDGE LINK IN BIO) #fudge #valentine #valentinesday #winterfudge #amyroloff #amyroloffkitchen,,1,0.01,7331022723667329026,1993,ad_27000000000_3_3_1,TRUE,53.078,1024,576,Food & Beverage,Food & Fresh Produce,Conversions,Testimonial & Social Proof,Expert review,Native Video,Customers,Primarily Middle-Aged Adults,Product Aware,Sales
Get the hottest viral recipes sent to you daily.,neatplate,1,0.01,7270368878990819329,4886,ad_27000000000_3_4_1,TRUE,13.014,1024,576,Food & Beverage,Cooking & Recipes,Conversions,Trend-Based & Reactive,User-generated content (UGC),Native Video,Unclear,Unclear,Problem Aware,Awareness
To have and to hold chopsticks. 🥢 #RASushi #SushiTok #FoodTok #foodietok #sushi #chopsticks #marriage,,1,0.01,7427198509151797264,2785,ad_27000000000_3_5_1,TRUE,9.167,1024,576,Food & Beverage,Cuisine,Conversions,Lifestyle & Aspirational,Day-in-the-life story,Native Video,Customers,Primarily Young Adults,Unclear,Unclear
There’s a rumor going around that protein tastes better with water than milk @GNC Live Well #TeamGnc #GNCPartner,,1,0.01,7485840389778931728,3284,ad_27000000000_3_6_1,TRUE,45.667,1024,576,Food & Beverage,Cooking & Recipes,Conversions,Product-Centric,Product demo,Native Video,Customers,Primarily Male,Product Aware,Sales
Head out to sea with me and my crew! We are heading out to sea to catch some fresh Alaskan Black Cod🎣 #CommercialFishing #AlaskanSeafood #Sustainable,,2,0.01,7235709385492905985,15224,ad_27000000000_3_7_1,TRUE,47.227,1024,576,Food & Beverage,Food & Fresh Produce,Conversions,Lifestyle & Aspirational,Day-in-the-life story,Native Video,Customers,Primarily Male,Unclear,Awareness
Wellness on the Go!,H20,2,0.01,7282760521358491650,1736,ad_27000000000_3_8_1,TRUE,14.05,1280,720,Food & Beverage,Non-alcoholic Beverages,Conversions,Product-Centric,Product demo,Native Video,Unclear,Unclear,Problem Aware,Sales
Mirenlo antes que lo tumben otraves! #tiktokshop #tiktokshopblackfriday #shilajit #shilajitbenefits #honey,,2,0.01,7444865757515431953,11442,ad_27000000000_3_9_1,TRUE,144.706,1024,576,Food & Beverage,Food & Fresh Produce,Conversions,Product-Centric,Product demo,Native Video,Influencers,Primarily Male,Problem Aware,Sales
Enjoy the Best Pick n Mix Candy Buffet Delivered To You Door. High Quality Fresh Sweets,,2,0.01,7249455335686668290,1770,ad_27000000000_3_10_1,TRUE,32.267,1280,720,Food & Beverage,Food & Fresh Produce,Conversions,Product-Centric,Unboxing,Native Video,Influencers,Primarily Female,Product Aware,Sales
From the mountains of Himalayas,,2,0.01,7435592500248051720,2738,ad_27000000000_3_11_1,TRUE,49.251,1024,576,Food & Beverage,Non-alcoholic Beverages,Conversions,Testimonial & Social Proof,Expert review,Native Video,Customers,Primarily Female,Problem Aware,Awareness
"@trinhdoesthings specially curated box is now available, featuring @4chicasbonitasChamoy and watermelon polvo. This item has repeatedly sold out, but it's finally back in stock. Hurry, grab yours now before it’s gone! 🏃‍♀️💨 @johnniibeanasmr  @thisdadtiktoks   #Silkygem #crystalcandy #candy #snack #mutraucau #kohakutou #asmr #asmreating #ediblegems #fyp",,1,0.01,7388116274839683089,1760,ad_27000000000_3_12_1,TRUE,17.92,1024,576,Food & Beverage,Food & Fresh Produce,Conversions,Product-Centric,Product demo,Native Video,Influencers,Diverse Age Range,Product Aware,Awareness
Intuition test! Which gem is @johnniibeanasmr eating? Did you get it right? 🤔  #Silkygem #crystalcandy #candy #snack #mutraucau #kohakutou #asmr #asmreating #snack #ediblegems,,2,0.01,7389956529771102209,5939,ad_27000000000_3_13_1,TRUE,42.034,1024,576,Food & Beverage,Food & Fresh Produce,Conversions,Humor & Entertainment,None,Native Video,Influencers,Primarily Asian,Unclear,Engagement
I hate tea balls. So i made something better. #teatok #tea #augustuncommon #maketea,,2,0.01,7113195169293352961,10923,ad_27000000000_3_14_1,TRUE,75.997,1024,576,Food & Beverage,Non-alcoholic Beverages,Conversions,Product-Centric,Product demo,Native Video,Experts,Primarily Male,Problem Aware,Sales
Stay at home moms need this 👇😭,,2,0.01,7479119901375463440,5862,ad_27000000000_3_15_1,TRUE,8.534,1024,576,Food & Beverage,Cooking & Recipes,Conversions,Lifestyle & Aspirational,Day-in-the-life story,Native Video,Customers,Primarily Female,Unclear,Engagement
My All-Natural BLOOD SUGAR Routine,stayherbaly,2,0.01,7206408529954242561,2579,ad_27000000000_3_16_1,TRUE,14.768,1024,576,Food & Beverage,Non-alcoholic Beverages,Conversions,Testimonial & Social Proof,None,Native Video,Customers,Unclear,Unclear,Sales
"Meet the Rocky Road Protein CREAMi® 🤤 Your fave ice cream turned Protein CREAMi®! Think rich, chocolate flavor sprinkled with chopped almonds, mini marshmallows, and chocolate sauce! 🍫 @Ninja Kitchen #cleansimpleeats  ✖️ Rocky Road Protein CREAMi® Makes 2 servings 305 Calories / 7F / 29C / 32P Per Serving ✖️ Ingredients: 12 oz. 2% milk 2 servings CSE Brownie Batter Protein Powder 1 Tbs. cocoa powder 2 Tbs. 2% milk Toppings: 2 Tbs. almonds, chopped 8 mini marshmallows 2 tsp. chocolate syrup ✖️ Instructions: 1. Add the milk, protein powder, and cocoa powder to a Ninja® CREAMi® jar. Froth until smooth. Cover and freeze overnight. 2. Add the jar to the Ninja® CREAMi® Ice Cream Maker and spin on “Lite Ice Cream.” Remove and add two tablespoons of milk. Return to the Ninja® CREAMi® Ice Cream Maker and spin on “Re-Spin.” 3. Split into two servings. Top each serving with four mini marshmallows, one tablespoon chopped almonds, and one teaspoon chocolate syrup. Enjoy!",,2,0.01,7403754634089136145,17765,ad_27000000000_3_17_1,TRUE,36.852,1024,576,Food & Beverage,Non-alcoholic Beverages,Conversions,Product-Centric,Product demo,Native Video,None,Unclear,Product Aware,Awareness
The ✨Sizzle Glitter✨ is finaly here! Get yours now.  @trinhdoesthings  #Silkygem #crystalcandy #candy #snack #mutraucau #kohakutou #asmr #asmreating #snack #ediblegems,,2,0.01,7440069413522767873,3021,ad_27000000000_3_18_1,TRUE,15.834,1024,576,Food & Beverage,Food & Fresh Produce,Conversions,Product-Centric,Product demo,Native Video,Influencers,Primarily Asian,Product Aware,Sales
" A marriage built on a lie, a home invaded by betrayal!",TOUCH SHORT DRAMA,2,0.01,7478135895838720016,1745,ad_27000000000_3_19_1,TRUE,257.672,1280,720,Food & Beverage,Non-alcoholic Beverages,Conversions,Brand Story & Mission-Driven,None,Native Video,Actors,Diverse Age Range,Unaware Audience,Awareness
Grow your community with Promote today!,TikTok_Promote,2,0.01,7106203886660042754,5505357,ad_24000000000_3_0_1,TRUE,27.586,1024,576,Business Services,Marketing & Advertising,Conversions,Promotional & Offer-Based,Product demo,Native Video,Actors,Diverse Age Range,Product Aware,App Promotion
Grow your community with Promote today!,TikTok_Promote,2,0.01,7127396418667839489,511565347,ad_24000000000_3_1_1,TRUE,13.352,1024,576,Business Services,Marketing & Advertising,Conversions,Promotional & Offer-Based,Product demo,Native Video,Unclear,Primarily Young Adults,Solution Aware,App Promotion
It's spreading like a virus today!,TikTok,2,0.01,7481418076585295873,22433,ad_24000000000_3_2_1,TRUE,19.667,1024,576,Business Services,Marketing & Advertising,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,Experts,Unclear,Problem Aware,App Promotion
It's spreading like a virus today!,TikTok,2,0.01,7400442130919358465,259425,ad_24000000000_3_3_1,TRUE,19.867,1024,576,Business Services,Marketing & Advertising,Conversions,Promotional & Offer-Based,Product demo,Native Video,Actors,Primarily Young Adults,Solution Aware,App Promotion
Gerador de Imagens Online Gratuito,Storage Insight - Junk Clean,2,0.01,7270335845928124417,50154,ad_24000000000_3_4_1,FALSE,12.007,1024,576,Business Services,IT Services,Conversions,Not Applicable,None,Animation & Motion Graphics,None,Diverse Gender Representation,Unclear,Unclear
Try TikTok Ads Manager,TikTok_for_business,2,0.01,7213160569871581185,171495,ad_24000000000_3_5_1,TRUE,13.352,1024,576,Business Services,Marketing & Advertising,Conversions,Promotional & Offer-Based,None,Native Video,None,Primarily Young Adults,Solution Aware,App Promotion
Grow your business with TikTok Ads! Create an account today!,tiktokforbusiness,2,0.01,7397555767077453840,4755,ad_24000000000_3_6_1,TRUE,26.5,1024,576,Business Services,Marketing & Advertising,Conversions,Testimonial & Social Proof,FAQ,Native Video,Actors,Primarily Male,Solution Aware,App Promotion
It's spreading like a virus today!,TikTok,2,0.01,7400224424866447377,137623,ad_24000000000_3_7_1,TRUE,21.467,1024,576,Business Services,Marketing & Advertising,Conversions,Educational & Explainer,Product demo,Native Video,Actors,Diverse Age Range,Product Aware,App Promotion
"Grab TikTok's hottest deals before they're gone, or you might just miss out!",,2,0.01,7296216289461878785,2561,ad_24000000000_3_8_1,TRUE,59.117,1280,720,Business Services,Marketing & Advertising,Conversions,Promotional & Offer-Based,None,Native Video,Influencers,Primarily Female,Unclear,Awareness
You might need a plumber if. . .,PlumberTales™,2,0.01,7270215437245546497,22116,ad_24000000000_3_9_1,TRUE,10.914,1024,576,Business Services,Constructional Engineering,Conversions,Product-Centric,Product demo,Native Video,Unclear,Unclear,Unclear,Awareness
SEE HOW IT WORKS,deal.ai,2,0.01,7299994375446528002,2389,ad_24000000000_3_10_1,TRUE,46.443,1024,576,Business Services,Marketing & Advertising,Conversions,Educational & Explainer,Product demo,Native Video,Experts,Primarily Male,Solution Aware,Awareness
Turn your TikTok passion into profit! Join our Affiliate Program today!,tiktok affiliate program,2,0.01,7480852294712459271,7224,ad_24000000000_3_11_1,FALSE,10.008,1280,720,Business Services,Recruitment & Job Searching,Conversions,Educational & Explainer,FAQ,Static Image,None,No People Featured,Solution Aware,Awareness
Use this little device to save hundreds of $$$ on energy bills!,DarkAgeDefense,2,0.01,7218295780058480642,2084,ad_24000000000_3_12_1,TRUE,59.56,1024,576,Business Services,Energy Conservation & Environmental Protection,Conversions,Product-Centric,None,Native Video,Unclear,Primarily Male,Problem Aware,Leads
"Surprises await, just a click away",EveTiffiny,2,0.01,7469687565030850568,12560,ad_24000000000_3_13_1,FALSE,5.573,1280,720,Business Services,Legal Services,Conversions,Not Applicable,None,Native Video,Unclear,Primarily Female,Unclear,Unclear
Check to find out WHAT happend!,PLUMBER Viral,2,0.01,7270590580896350210,7639,ad_24000000000_3_14_1,FALSE,10.914,960,540,Business Services,Recruitment & Job Searching,Conversions,Not Applicable,None,Native Video,None,No People Featured,Unclear,Unclear
Just look what I found!,BlackFriday2023,1,0.01,7305125240362762242,1989,ad_24000000000_3_15_1,TRUE,23.22,1024,576,Business Services,Marketing & Advertising,Conversions,Product-Centric,Product demo,Native Video,Unclear,Primarily Female,Unclear,Awareness
"Everything you need, all in one place",fiverr.com,2,0.01,7389801782582362113,24375,ad_24000000000_3_16_1,TRUE,19.7,1024,576,Business Services,Recruitment & Job Searching,Conversions,Educational & Explainer,Product demo,Native Video,Influencers,Primarily Male,Problem Aware,Awareness
Take the kitten home,Pet Adoption,2,0.01,7304181449393094657,109363,ad_24000000000_3_17_1,TRUE,8.29,1024,576,Business Services,Recruitment & Job Searching,Conversions,Promotional & Offer-Based,None,Native Video,None,No People Featured,Unclear,App Promotion
Learn How To Build Your Own Backyard Power Plant,DarkAgeDefense,2,0.01,7217809121738244097,2251,ad_24000000000_3_18_1,TRUE,36.68,1024,576,Business Services,Energy Conservation & Environmental Protection,Conversions,Educational & Explainer,Product demo,Native Video,Influencers,Primarily Male,Problem Aware,Leads
Can This Little Device Lower Your Energy Bill?,DarkAgeDefense,2,0.01,7190067569876418562,12776,ad_24000000000_3_19_1,TRUE,59.56,1024,576,Business Services,Energy Conservation & Environmental Protection,Conversions,Educational & Explainer,None,Native Video,Unclear,Primarily Male,Problem Aware,Leads
Escape to Scenic Bass Lake,PinesResort,2,0.01,7295717327328624642,13561,ad_17000000000_3_0_1,FALSE,12.8,1024,576,Travel,Travel Agencies & Services,Conversions,Lifestyle & Aspirational,None,Native Video,Customers,Diverse Age Range,Unclear,Engagement
Get wings with budget deals,unsold,2,0.01,7230553469555163137,2246,ad_17000000000_3_1_1,TRUE,17.153,1024,576,Travel,Travel Agencies & Services,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,Customers,Primarily Young Adults,Problem Aware,Sales
Unsold Airline Tickets,unsold,2,0.01,7244541776080633858,8864,ad_17000000000_3_2_1,TRUE,16.491,1280,720,Travel,Travel Agencies & Services,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,Customers,Diverse Age Range,Problem Aware,Sales
SINGAPORE | Gates are now Open!  Enter a surreal and colorful world of bubbles,bubbleplanetexperience,2,0.01,7421168228442980360,11586,ad_17000000000_3_3_1,FALSE,15.936,1024,576,Travel,Tours & Attractions,Conversions,Brand Story & Mission-Driven,Behind-the-scenes,Native Video,None,Diverse Age Range,Unaware Audience,Awareness
Hundreds of Unsold Cruise tickets,SarahLee,2,0.01,7209629033163964418,4870,ad_17000000000_3_4_1,FALSE,17.739,1024,576,Travel,Travel Agencies & Services,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,None,No People Featured,Unclear,Sales
Check it out,Private Jets,2,0.02,7219585276686237698,4192,ad_17000000000_3_5_1,TRUE,14.294,1280,720,Travel,Travel Agencies & Services,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,Unclear,Primarily Young Adults,Problem Aware,Sales
Boston's top interactive museum!,wndr_museum,2,0.02,7421613336246730770,7026,ad_17000000000_3_6_1,TRUE,8.367,1024,576,Travel,Tours & Attractions,Conversions,Lifestyle & Aspirational,None,Native Video,Customers,Primarily Young Adults,Solution Aware,Awareness
Get on a waitlist for an escape experience you will not forget!,noireescapes,2,0.02,7228000419296362497,4317,ad_17000000000_3_7_1,TRUE,57.707,1024,576,Travel,Travel Agencies & Services,Conversions,Lifestyle & Aspirational,Day-in-the-life story,Native Video,Customers,Diverse Age Range,Problem Aware,Sales
"Southall nourishes you with deep sleep, fresh food from the land, and enriching experiences. In harmony with the land, our luxury inn, farm, restaurant and spa strengthen connection. Book your getaway to #Southalltn #tennesseetravel  #sparesort #nashvillehotels  #getaway #cottage ",,2,0.02,7192739549755359233,2528,ad_17000000000_3_8_1,FALSE,26.701,1024,576,Travel,Hotels & Accommodation,Conversions,Lifestyle & Aspirational,None,High-Production Video,None,No People Featured,Unclear,Awareness
All inclusive vacation deals - swipe left,Vacation Deals,2,0.02,7235657714226888706,80876,ad_17000000000_3_9_1,TRUE,16.208,1280,720,Travel,Travel Agencies & Services,Conversions,Lifestyle & Aspirational,Aspirational creator collaboration,Native Video,None,No People Featured,Solution Aware,Sales
CHICAGO-Join the waitlist and get exclusive access to tickets before they are released to the public,titanicexhibit,2,0.02,7306893473646903297,2922,ad_17000000000_3_10_1,FALSE,10.008,1024,576,Travel,Tours & Attractions,Conversions,Promotional & Offer-Based,None,Static Image,None,No People Featured,Unclear,Awareness
SEATTLE | Join the waitlist and get exclusive access before tickets are released to the public,astraluminaexperience,2,0.03,7280833916521316353,4174,ad_17000000000_3_11_1,FALSE,10.008,1280,720,Travel,Tours & Attractions,Conversions,Lifestyle & Aspirational,None,Native Video,None,Unclear,Unaware Audience,Awareness
"Delta, United & American offering 50% off domestic travel. Call today to book a discounted flight.",LifeOfTravel,2,0.03,7214148067003662338,3246,ad_17000000000_3_12_1,TRUE,37.222,1024,576,Travel,Travel Agencies & Services,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,Influencers,Primarily Female,Problem Aware,Sales
LITTLE ROCK | Van Gogh: The Immersive Experience. Join the waitlist now!,vangogh.experience,1,0.03,7250135420838756353,2661,ad_17000000000_3_13_1,TRUE,19.44,1024,576,Travel,Tours & Attractions,Conversions,Lifestyle & Aspirational,Cinematic brand film,Native Video,Customers,Diverse Ethnic Representation,Solution Aware,Awareness
Brighten your holidays at Magic of Lights El Paso at Camp Cohen Waterpark from 11/17 to 12/31,magicoflights,1,0.03,7296143907620323329,1740,ad_17000000000_3_14_1,TRUE,18.027,1024,576,Travel,Tours & Attractions,Conversions,Promotional & Offer-Based,Event-driven,Native Video,Customers,Diverse Age Range,Solution Aware,Sales
Soak in the sun this summer at Stadium Swim! Six pools. Thirty cabanas. One massive screen.,Stadium Swim,2,0.03,7242795913960718337,8874,ad_17000000000_3_15_1,TRUE,11.1,1024,576,Travel,Tours & Attractions,Conversions,Lifestyle & Aspirational,None,Native Video,None,Diverse Age Range,Unclear,Awareness
Soak in the sun this summer at Stadium Swim! Six pools. Thirty cabanas. One massive screen.,Stadium Swim,2,0.03,7242780489450094594,2223,ad_17000000000_3_16_1,TRUE,9.728,1024,576,Travel,Tours & Attractions,Conversions,Lifestyle & Aspirational,None,Native Video,None,Primarily Young Adults,Unclear,Awareness
Free Cancellation,PrincessHotels,2,0.03,7257044563184599042,1922,ad_17000000000_3_17_1,FALSE,19.263,1024,576,Travel,Hotels & Accommodation,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,Combination of actors and customers,Diverse Age Range,Solution Aware,Sales
15% Off Before Dec 15th,In-City Wheels,1,0.03,7171176053293432834,4303,ad_17000000000_3_18_1,TRUE,15.484,1024,576,Travel,Tours & Attractions,Conversions,Promotional & Offer-Based,Day-in-the-life story,Native Video,Customers,Diverse Age Range,Solution Aware,Sales
We're giving travel insiders 20% or more off select hotel stays!,Travelpass,2,0.03,7303596921226690561,1996,ad_17000000000_3_19_1,TRUE,5.641,1280,720,Travel,Travel Agencies & Services,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,None,No People Featured,Solution Aware,Sales
Replying to @Chow which era do you want to see next? 🤩 #nameinspiration #victorianera #babynamelist #cat #chat #gato #prettylitter,,2,0.01,7307432080366747650,38566,ad_19000000000_3_0_1,FALSE,12.034,1024,576,Pets,Pet Household Products,Conversions,Educational & Explainer,None,Static Image,None,No People Featured,Unclear,Awareness
Houndsy product evolution. Houndsy.com #midcenturymodern #dogfeeder #kibbledispenser #interiordesign #storage,,1,0.01,7203569843643170817,1729,ad_19000000000_3_1_1,TRUE,30.137,1024,576,Pets,Pet Household Products,Conversions,Product-Centric,Behind-the-scenes,Native Video,Experts,Unclear,Product Aware,Awareness
The Only Real Dog Sneaker. Protect Your Dog's Paws!,,2,0.01,7303279451625242626,4078,ad_19000000000_3_2_1,TRUE,53.106,1024,576,Pets,Pet Travel Accessories,Conversions,Product-Centric,Founder story,Native Video,Customers,Diverse Age Range,Problem Aware,Sales
Shinier coat and healthier poops.. this is a gamechanger!,bellapuppylover,2,0.01,7326346066370461698,3718,ad_19000000000_3_3_1,TRUE,36.95,1280,720,Pets,Petfood,Conversions,Testimonial & Social Proof,Before-and-after story,Native Video,Customers,Primarily Female,Problem Aware,Sales
Creole Food is the Number One Shipper of Alligators in the US - Order Yours Today,CreoleFood.com,1,0.02,7113928829907533825,4439,ad_19000000000_3_4_1,TRUE,58.902,1024,576,Pets,Petfood,Conversions,Product-Centric,Product demo,Native Video,None,Primarily Male,Unclear,Awareness
Get Your Own Before We Sell Out!,SleepyPods,2,0.02,7161728529318215682,2943,ad_19000000000_3_5_1,TRUE,14.607,1024,576,Pets,Pet Household Products,Conversions,Product-Centric,Product demo,Native Video,Customers,Primarily Female,Problem Aware,Sales
Free Shipping | Only $84.99 On Sale Now - Limited Time Only | Quantities Running Low!,HumanSizedDogBeds,2,0.02,7233962302692425729,3786,ad_19000000000_3_6_1,TRUE,14.654,1024,576,Pets,Pet Household Products,Conversions,Product-Centric,Product demo,Native Video,Actors,Primarily Young Adults,Problem Aware,Sales
Portable Bolster Pet Cot great for home or any adventure!,,2,0.02,7296508099690856449,2341,ad_19000000000_3_7_1,TRUE,40.5,1280,720,Pets,Pet Household Products,Conversions,Product-Centric,Product demo,Native Video,Customers,Primarily Female,Solution Aware,Sales
How to feed your cat wet food with a busy schedule!,Petlibro,2,0.02,7437023440454811666,4606,ad_19000000000_3_8_1,TRUE,34.467,1024,576,Pets,Pet Household Products,Conversions,Product-Centric,Product demo,Native Video,None,Unclear,Product Aware,Sales
"Zoomies made easy, fur-real!",SwiftPaws,2,0.02,7226015602439127042,11546,ad_19000000000_3_9_1,TRUE,13.513,1024,576,Pets,Pet Toys,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,Customers,Unclear,Product Aware,Sales
Experience comfort like never before - Shop our beds today!,Home Decor,1,0.02,7224128624378675201,7813,ad_19000000000_3_10_1,TRUE,17.902,1024,576,Pets,Pet Household Products,Conversions,Product-Centric,Product demo,Native Video,Customers,Primarily Female,Problem Aware,Sales
